Continent,Country,State,Address,ZipCode,ProductName,ProductCategory,ProductSubcategory,OrderDate,DeliveryDate,Cost,UnitPrice,Quantity,FirstName,LastName,Email,Phone,StoreName
Asia,India,Karnataka,2788 Dodson Mills,80802,Tablet - Summer,Electronics,Tablet,2023-07-21,2023-07-29,293.87,41.13,10,Lisa,Mcclain,vmerritt@yahoo.com,434.873.4714x345,Williams-Wright
Europe,UK,State2,231 Russell Plains Suite 603,55570,Shirt - Front,Clothing,Shirt,2023-07-29,2023-08-01,2825.11,377.93,9,Perry,Carrillo,wwoods@molina-castaneda.biz,+1-893-734-6706,Taylor and Sons
Europe,Germany,Berlin,9901 Taylor Mountain,24320,Chair - Great,Furniture,Chair,2023-06-07,2023-06-16,411.85,477.37,1,Brent,Gray,wmurphy@ramirez-bean.biz,170-805-3100x330,"Martin, Mcdonald and Anderson"
Europe,UK,State1,374 Jackson Rest,98533,Shirt - Pretty,Clothing,Shirt,2023-03-01,2023-03-07,1792.63,308.4,9,Jennifer,Strickland,daniel04@byrd.com,931-491-9058,Martinez Ltd
Asia,Japan,State1,7165 Zimmerman Mews,23587,Jeans - Later,Clothing,Jeans,2023-05-24,2023-06-02,45.95,64.82,1,Jessica,Sheppard,umarshall@hotmail.com,531-473-7996x507,Hunter LLC
Europe,Germany,Bavaria,4948 Zachary Field Apt. 367,73269,Tablet - Today,Electronics,Tablet,2023-05-07,2023-05-10,622.84,368.63,2,Katherine,Vaughn,fmcguire@yahoo.com,634.957.8856,Freeman LLC
North America,USA,California,13518 James Streets Suite 498,78723,Jeans - Skill,Clothing,Jeans,2023-05-09,2023-05-19,361.62,139.88,3,Justin,Garcia,jeremy24@erickson.com,0842710947,Warner-Nelson
Europe,Germany,Hamburg,16719 Edward Valleys Suite 131,73648,Jacket - Measure,Clothing,Jacket,2023-06-21,2023-06-26,823.59,205.51,5,Kathy,Obrien,chayes@dalton-branch.com,001-909-133-4123,Lopez-Williams
Europe,France,State2,0344 Jones Fort Suite 936,15544,Mobile - Consumer,Electronics,Mobile,2023-01-30,2023-02-04,272.8,175.66,2,Amy,Holland,charlesmartin@yahoo.com,+1-947-174-6488x771,Smith Group
Asia,Japan,State1,39904 Kathryn Extensions,62170,Mobile - Piece,Electronics,Mobile,2023-01-16,2023-01-18,104.89,43.03,4,April,Ramos,wendygraham@yahoo.com,756-551-2567,Navarro-Munoz
Europe,Germany,Hamburg,8087 Brown Path,47920,Laptop - Fight,Electronics,Laptop,2023-06-05,2023-06-14,896.16,274.22,4,Cindy,Jimenez,harrisandrea@yahoo.com,710.932.4808x613,"Johnson, Miller and King"
North America,Mexico,State2,4846 Baird Gardens,60372,Laptop - Thought,Electronics,Laptop,2023-02-14,2023-02-22,179.39,56.22,4,Andrea,Reyes,hillkristy@morgan-french.com,4499727875,Valentine-Holland
Europe,France,State2,636 Louis Mountains,92936,Couch - Go,Furniture,Couch,2023-05-27,2023-05-29,64.99,39.7,2,Robin,James,ihanna@sanford.info,870-262-1745,Cantu-Kane
Asia,India,Telangana,7809 Jimmy Spur Suite 316,13404,Tablet - Price,Electronics,Tablet,2023-06-04,2023-06-13,444.43,216.72,3,Kathleen,Padilla,tjackson@williams.com,(562)386-9222x196,"Miller, Murphy and Craig"
Asia,India,Maharashtra,474 Rachel Mountain Suite 821,58399,Shirt - President,Clothing,Shirt,2023-04-04,2023-04-06,3364.04,419.65,9,Sierra,Huerta,dvaughn@yahoo.com,671.369.5944,Durham-Thomas
Asia,India,Maharashtra,743 Robinson Field,81882,Table - Age,Furniture,Table,2023-06-03,2023-06-08,2055.58,452.2,7,John,Campos,bergerdebbie@kramer-johnson.com,001-214-562-3285x8842,Smith-Grimes
Asia,China,State2,1236 Davis Locks,02325,Table - Even,Furniture,Table,2023-07-07,2023-07-15,2244.63,334.32,9,Joseph,Martinez,brenda51@hotmail.com,709.859.3174,Francis-Morgan
Asia,China,State1,1138 Paul Land Suite 926,86342,Tablet - Range,Electronics,Tablet,2023-06-08,2023-06-18,232.36,376.51,1,Corey,Burns,antonio53@yahoo.com,351.585.0643x171,Taylor Inc
North America,Canada,State1,29318 Brenda Via Apt. 529,00872,Tablet - Recognize,Electronics,Tablet,2023-03-24,2023-03-27,81.11,43.58,3,Joshua,Riggs,lauren10@smith.org,024-026-8117x75891,"Fowler, Maddox and Williams"
Asia,China,State1,0076 Parks Overpass Suite 115,80231,Shirt - Live,Clothing,Shirt,2023-07-15,2023-07-17,399.96,50.17,10,Eddie,Martinez,hvang@yahoo.com,896.118.3673x657,Dougherty Inc
North America,Mexico,State2,71111 Davis Streets Suite 280,77370,Chair - Inside,Furniture,Chair,2023-06-11,2023-06-18,358.37,140.15,4,Sue,Hoffman,qgomez@parrish-griffith.com,+1-451-983-2731x585,"Davis, Simmons and Ortega"
North America,Canada,State2,402 Park Inlet,45042,Chair - Building,Furniture,Chair,2023-04-19,2023-04-21,1933.75,314.37,8,Michael,White,vjones@bonilla.biz,(752)545-9910x22901,"Perez, Patterson and Hoffman"
Asia,India,Karnataka,156 Justin Springs,78244,Tablet - Expert,Electronics,Tablet,2023-06-22,2023-06-28,1211.61,467.3,3,Tommy,Estrada,randallgreene@harris.com,001-445-107-6226x83885,"Coleman, Lawson and Perry"
Asia,China,State2,696 Roberts Lodge Apt. 529,60806,Laptop - Away,Electronics,Laptop,2023-06-04,2023-06-14,1387.81,309.72,5,Marilyn,Gillespie,prichard@chapman-warren.biz,535-218-1883x5523,"Williams, Smith and Morse"
North America,Mexico,State1,77997 Lin Road,41937,Jacket - Board,Clothing,Jacket,2023-02-26,2023-03-04,601.97,470.08,2,Edward,Jones,laura90@yahoo.com,147.700.5411x99867,Gonzalez-Morrison
Asia,India,Karnataka,9782 Shannon Valleys,45516,Shirt - Partner,Clothing,Shirt,2023-01-16,2023-01-22,1248.89,306.37,5,Toni,Miller,wrightsamuel@warren-bishop.com,(466)590-5151x864,Stout-Armstrong
Asia,Japan,State2,6291 Hansen Row Suite 281,85176,Jeans - Entire,Clothing,Jeans,2023-02-28,2023-03-06,40.16,55.23,1,Ellen,Romero,kyle35@lee-cooke.com,418-880-5929,Miller-Alvarado
Europe,Germany,Bavaria,706 Rhodes Freeway,58723,Chair - However,Furniture,Chair,2023-03-01,2023-03-07,857.06,373.2,3,Cheryl,Goodwin,amandacollins@yahoo.com,597.746.8862,White Ltd
Europe,UK,State1,181 Miller Estates Suite 782,57841,Mobile - Technology,Electronics,Mobile,2023-03-19,2023-03-23,176.87,27.65,9,Christopher,Lozano,sarah60@yahoo.com,536.153.0515x22047,"Taylor, Wright and Davidson"
North America,USA,Texas,3289 Rodriguez Heights,31648,Mobile - Safe,Electronics,Mobile,2023-02-23,2023-03-01,2267.38,450.5,6,Kevin,Williams,fbrown@hotmail.com,+1-089-324-6095,"Harrison, Gilbert and Bullock"
Asia,China,State1,88888 Peter Mountains Apt. 654,98453,Shirt - Effect,Clothing,Shirt,2023-06-11,2023-06-14,2036.4,392.26,6,Allen,Kramer,jessicafuller@hotmail.com,001-520-585-2772x2170,Beck Inc
Europe,UK,State1,8687 Johnson Rue Apt. 450,86449,Mobile - Finally,Electronics,Mobile,2023-03-20,2023-03-24,127.29,22.15,7,Martin,Martinez,vpreston@yahoo.com,(527)758-4161x6928,Moody Inc
Europe,France,State1,7962 Bell Canyon Suite 964,84317,Chair - Finally,Furniture,Chair,2023-05-05,2023-05-08,2625.49,437.36,7,Tina,Gould,zcox@shelton.org,+1-702-135-5690x92755,Miller Ltd
Asia,India,Maharashtra,10278 Mcintyre Crest Suite 473,80700,Table - Life,Furniture,Table,2023-01-30,2023-02-04,56.85,21.6,4,Justin,Hendricks,davidfarrell@yahoo.com,(715)518-8442,"Taylor, Richardson and Edwards"
Europe,France,State1,37058 Mcdonald Plaza,17510,Table - Seek,Furniture,Table,2023-03-09,2023-03-19,2048.05,342.96,7,Cheryl,Miller,ukey@yahoo.com,669.125.1778x52892,Hicks-Martinez
Europe,Germany,Bavaria,242 Marcus Station,30053,Chair - Special,Furniture,Chair,2023-02-20,2023-02-26,46.1,63.12,1,Michael,Everett,kingcynthia@hotmail.com,249-818-2992x299,Shaw-Oneill
North America,Canada,State2,396 Tyler Road Suite 473,90284,Jacket - Green,Clothing,Jacket,2023-01-16,2023-01-19,2073.12,450.76,7,Richard,Chavez,scottwashington@peterson.com,001-556-258-8153x714,Miller Ltd
Asia,Japan,State2,632 Peck Stravenue Suite 327,67967,Tablet - Listen,Electronics,Tablet,2023-04-07,2023-04-17,468.15,188.47,4,Steven,Koch,davisphillip@yahoo.com,395.004.7974,Davis LLC
North America,Canada,State2,5060 Michael Heights Apt. 687,72571,Shirt - Not,Clothing,Shirt,2023-01-04,2023-01-10,1050.5,161.55,9,Joshua,Hays,theresalong@grant-diaz.com,986.800.0257,Jordan LLC
Europe,UK,State2,9526 Wheeler Parkways,67310,Shirt - Natural,Clothing,Shirt,2023-06-27,2023-07-02,1677.83,335.82,7,Amanda,Erickson,xcabrera@yahoo.com,+1-169-409-7499x30972,Obrien PLC
North America,USA,New York,130 Edwards Drive,54628,Jeans - Need,Clothing,Jeans,2023-05-28,2023-06-05,2603.45,418.53,9,Hannah,Jenkins,thorntonapril@hotmail.com,786-527-8585x49733,Underwood and Sons
Asia,China,State2,375 Bailey Underpass Suite 419,89187,Table - Family,Furniture,Table,2023-04-26,2023-05-05,873.25,260.48,4,Amy,Huang,stephanie24@gmail.com,157-473-3848x4219,David LLC
North America,USA,New York,301 Rivera Mountains,13679,Laptop - Sit,Electronics,Laptop,2023-04-03,2023-04-13,1473.25,174.24,10,Erin,Taylor,edelgado@santos-avila.com,401-938-0262x06724,Williams PLC
Asia,Japan,State2,4788 Small Dale,66589,Mobile - Under,Electronics,Mobile,2023-01-15,2023-01-19,29.22,32.64,1,Taylor,Lee,francisco74@lopez.org,+1-329-668-5161x22753,Evans PLC
North America,USA,Texas,9904 Schwartz Circle Apt. 742,53639,Couch - According,Furniture,Couch,2023-04-12,2023-04-17,1188.65,252.24,7,Gina,Leblanc,fowlershelia@yahoo.com,+1-332-727-9568x783,Young-Molina
North America,Mexico,State1,519 Bryan Plaza Apt. 982,22067,Laptop - Sound,Electronics,Laptop,2023-04-07,2023-04-12,980.26,404.01,3,Mark,Meyer,jenniferburns@griffin.biz,908.740.6403x910,"Fischer, Marks and Miller"
Europe,Germany,Hamburg,0462 Katie Stream,85157,Mobile - Land,Electronics,Mobile,2023-05-14,2023-05-23,966.79,402.69,3,Tamara,Brooks,ykane@yahoo.com,825-128-6823,"Brown, Mcknight and Michael"
North America,Mexico,State2,633 Reed Harbor Apt. 106,81100,Couch - They,Furniture,Couch,2023-01-02,2023-01-12,2231.06,416.98,7,Katie,Stephenson,jamiegarcia@griffin.com,067.383.0284,Good Group
Asia,Japan,State2,83644 Angela Ramp Apt. 687,06646,Table - East,Furniture,Table,2023-05-04,2023-05-09,1457.0,385.25,5,Teresa,David,heather62@yahoo.com,(287)334-2708x6688,"Harper, Chambers and Flores"
North America,USA,Texas,5183 Joseph Spring,79795,Chair - Center,Furniture,Chair,2023-05-31,2023-06-06,398.45,143.14,4,Carrie,Russo,timothybooth@turner-stout.com,173.936.3854,Scott LLC
North America,USA,California,1753 Edwards Cape Apt. 204,73024,Mobile - Husband,Electronics,Mobile,2023-07-01,2023-07-09,661.66,356.15,3,Sarah,Riley,elijah53@yahoo.com,001-378-547-7725,"Wong, Parker and Ward"
Europe,France,State2,010 Robert Ville,83168,Chair - Condition,Furniture,Chair,2023-02-24,2023-03-01,1168.2,200.84,7,Jesse,Mann,williambrooks@little.info,0886008484,"Payne, White and Preston"
North America,USA,New York,82339 Ochoa Grove,52523,Table - Adult,Furniture,Table,2023-07-15,2023-07-17,672.48,156.32,6,Christian,Chung,veronicaperez@hotmail.com,016-668-7002,"Craig, Drake and Browning"
Europe,UK,State1,033 Nelson Club,90210,Chair - Beautiful,Furniture,Chair,2023-07-14,2023-07-20,1243.92,247.96,7,Sara,Lam,sarahedwards@matthews.biz,429-396-8562,Newman-Rivera
North America,Mexico,State2,59996 Johnson Groves,59555,Shirt - Street,Clothing,Shirt,2023-01-31,2023-02-09,1118.8,490.55,3,Tracy,Kelly,llopez@hotmail.com,(194)311-4262x6551,"Mcgee, Reed and Davis"
Europe,UK,State1,12678 Garcia Corners,46889,Tablet - Benefit,Electronics,Tablet,2023-01-03,2023-01-11,853.68,434.76,3,Angela,Carlson,asmith@yahoo.com,001-183-982-6224x44721,Wallace-Juarez
Europe,France,State2,4379 Stephen Dale,40433,Laptop - Computer,Electronics,Laptop,2023-06-18,2023-06-25,1640.17,383.0,6,Adam,Foster,scott69@gmail.com,593-752-6547x9356,Fisher-Washington
Europe,France,State1,807 Samuel Highway,91312,Chair - Fast,Furniture,Chair,2023-06-02,2023-06-12,352.46,499.95,1,Chad,Abbott,ttaylor@gmail.com,266-179-7968x868,Wilson-Elliott
North America,USA,New York,35290 Rasmussen Isle,56921,Mobile - Although,Electronics,Mobile,2023-05-20,2023-05-25,1324.99,421.22,4,Daniel,Garcia,seanmyers@chapman.com,146.112.5457x3875,"Woodard, Herrera and Little"
Asia,India,Maharashtra,0105 Erica Expressway,97558,Shirt - Maybe,Clothing,Shirt,2023-02-07,2023-02-12,2342.39,352.74,8,John,Thompson,anita73@soto-lopez.biz,(093)796-6033x4191,Bowen-Chavez
Asia,Japan,State1,47859 Carr Radial Apt. 557,81419,Laptop - Successful,Electronics,Laptop,2023-07-28,2023-07-31,156.61,22.58,10,Gerald,Nunez,powerslawrence@gmail.com,125-286-6929x6627,Diaz and Sons
North America,Canada,State2,4225 Harvey Way,47560,Shirt - Prove,Clothing,Shirt,2023-07-28,2023-07-31,2745.99,348.4,10,Stephanie,Washington,gmaynard@simpson.info,219.034.0438x4279,"Ellison, Arias and Thompson"
Asia,Japan,State2,078 Veronica Cove Apt. 407,34948,Jacket - Situation,Clothing,Jacket,2023-07-12,2023-07-15,2770.8,393.49,10,Michael,Montoya,rowejoel@hotmail.com,001-596-292-3309,"Dixon, Armstrong and Adams"
Europe,UK,State2,9481 Sydney Turnpike Suite 042,92438,Tablet - Have,Electronics,Tablet,2023-07-26,2023-08-02,360.94,426.29,1,Michelle,Wright,kathleenlowe@yahoo.com,(946)671-1684,Carlson-Jackson
Asia,China,State2,175 Laura Locks,29052,Jeans - Run,Clothing,Jeans,2023-05-24,2023-05-28,510.03,96.31,7,Tammy,Summers,marcus45@hotmail.com,001-297-500-1701,Clements-Murphy
North America,Canada,State2,24241 Wright Landing Apt. 064,95657,Table - Woman,Furniture,Table,2023-03-03,2023-03-09,2177.43,427.34,6,Holly,Young,smiththomas@wheeler.info,0516271361,Bryant-Braun
Asia,China,State2,2218 Chelsey Expressway,58185,Laptop - Side,Electronics,Laptop,2023-02-09,2023-02-17,123.47,24.06,6,Michael,Lewis,cjensen@miller.com,001-196-565-2341x38999,Edwards LLC
Asia,China,State1,640 Troy Creek,32100,Table - Feel,Furniture,Table,2023-01-11,2023-01-18,1788.29,441.36,5,Victor,Wheeler,sarah26@fisher.info,001-109-104-3006x84866,"Liu, Harris and Lawson"
Europe,UK,State1,1418 Terri Drives,70806,Shirt - Science,Clothing,Shirt,2023-06-06,2023-06-09,1083.55,362.84,4,Mark,Willis,holly30@miller.com,990.421.0202x758,Davidson PLC
Asia,Japan,State2,105 Nelson Circles Suite 917,60164,Jacket - Nation,Clothing,Jacket,2023-04-11,2023-04-20,2002.0,398.54,8,William,Brown,eric19@sharp.com,3075622086,Watson Ltd
Asia,China,State1,1951 Harry Unions Apt. 617,37503,Couch - Door,Furniture,Couch,2023-05-05,2023-05-12,1581.75,281.2,8,Kiara,Collins,msmith@elliott-torres.org,759.738.3206,Butler Ltd
North America,Mexico,State2,64138 Robert Circle Apt. 410,30840,Couch - Agent,Furniture,Couch,2023-04-01,2023-04-10,536.17,160.25,5,Phyllis,Meyer,fvillegas@hotmail.com,826-199-0623,"Reed, Franco and Wiley"
North America,USA,Texas,7431 Derek Trail Apt. 212,59426,Tablet - Film,Electronics,Tablet,2023-04-12,2023-04-22,255.99,103.86,3,Steven,Russell,shannonford@gmail.com,249-035-2135,Howe-Long
Europe,UK,State2,67883 Steven Unions,18823,Mobile - Individual,Electronics,Mobile,2023-07-19,2023-07-25,516.16,186.83,4,David,Brown,jamesmorales@mccoy.com,013-721-5107,Byrd LLC
North America,Mexico,State1,625 Rebekah Harbor Suite 720,80993,Chair - Apply,Furniture,Chair,2023-03-07,2023-03-09,1217.4,153.15,9,Christine,Sanchez,jjenkins@yahoo.com,1462638380,"Hamilton, Ramsey and Crawford"
North America,Canada,State1,4205 Anthony Valleys Suite 078,47350,Tablet - Idea,Electronics,Tablet,2023-05-20,2023-05-26,1373.92,244.57,8,Katie,Key,wrightjohn@velasquez.com,001-652-239-5590,Stephens-Washington
Asia,China,State2,427 Christopher Fort Apt. 087,00590,Mobile - Score,Electronics,Mobile,2023-05-17,2023-05-25,292.18,46.3,8,Martin,Mendez,jennifer50@hernandez.com,001-185-156-9154x52267,"Elliott, Hart and Lopez"
Asia,India,Telangana,92644 Gregory Alley Suite 902,79457,Jeans - Range,Clothing,Jeans,2023-05-04,2023-05-07,225.71,68.04,4,Lucas,Lamb,zunigadonald@miller.com,001-570-433-1541x006,Mann PLC
North America,Mexico,State1,8617 Francisco Cliffs Apt. 405,34727,Jeans - Left,Clothing,Jeans,2023-06-12,2023-06-21,967.28,155.7,8,Stephanie,Jones,emartin@mcmahon.org,062.962.0153x3688,Wilkerson Group
Europe,France,State1,05061 Colon Road Suite 310,27626,Jacket - Evidence,Clothing,Jacket,2023-04-20,2023-04-23,860.11,316.5,4,George,Carter,tanthony@ruiz-jacobson.com,862-565-2704,Young-Williams
Asia,India,Telangana,11586 Angela Ville,51239,Tablet - Less,Electronics,Tablet,2023-06-30,2023-07-03,24.94,11.31,3,Loretta,Barnes,thomasmiller@hotmail.com,8989921722,Perez-Adams
North America,Canada,State2,29451 Paul Locks Suite 487,02121,Mobile - Development,Electronics,Mobile,2023-03-16,2023-03-22,1304.78,354.46,5,Kristin,Dean,perryeddie@hotmail.com,001-119-148-5646,Williams Inc
North America,USA,Texas,960 Preston Isle,91008,Jacket - Real,Clothing,Jacket,2023-07-08,2023-07-13,309.48,66.24,7,John,Reese,andrew44@yahoo.com,132.475.4691x3736,"Lynch, Johnson and Hill"
Asia,China,State1,48628 Glenn Wells,26810,Mobile - Sit,Electronics,Mobile,2023-07-08,2023-07-12,1277.56,301.57,5,Mary,Wright,hulljanet@yahoo.com,(786)103-5797x279,"Camacho, Nicholson and Robertson"
Europe,France,State1,0602 Mercedes Rue,30006,Couch - Ok,Furniture,Couch,2023-05-16,2023-05-22,2478.0,471.91,7,Erica,Adams,hancocktammy@hotmail.com,7229034944,Martin-Kline
Europe,France,State1,896 Adrian Shore Suite 899,37552,Shirt - Land,Clothing,Shirt,2023-05-27,2023-06-04,1115.19,305.82,6,Kenneth,Rodriguez,vanessa54@douglas-farley.com,283.096.5207,Stevens-Robinson
Asia,Japan,State1,3875 Bruce Ville,86695,Jeans - Find,Clothing,Jeans,2023-04-11,2023-04-13,574.04,240.55,3,Nancy,White,qanderson@stokes.com,+1-135-346-5549x4717,Sullivan-Doyle
Europe,Germany,Hamburg,460 Derrick Flats Suite 697,19273,Couch - Argue,Furniture,Couch,2023-01-28,2023-02-06,347.25,240.31,2,Leslie,Baldwin,lcook@walters-smith.com,292.712.9666,Preston-Mason
Europe,UK,State1,58300 Jeremy Wells Suite 421,50773,Laptop - Laugh,Electronics,Laptop,2023-07-05,2023-07-13,1068.96,151.23,8,Wesley,Torres,evanskelly@meyer.com,753-260-3323x09821,Smith-Ferguson
North America,USA,Texas,010 Hannah Mall,58738,Laptop - Hit,Electronics,Laptop,2023-01-15,2023-01-21,333.37,66.8,6,Omar,Kelley,jamiejennings@gmail.com,618-499-2618x9141,Mcdowell-Scott
North America,USA,New York,356 Martin Plaza Suite 375,31238,Jeans - Still,Clothing,Jeans,2023-02-11,2023-02-19,72.21,101.92,1,Aaron,Powers,fhernandez@jones.com,447.012.0455x611,Gonzalez-Gonzalez
Europe,UK,State2,5794 Nathan Junctions,24470,Mobile - Today,Electronics,Mobile,2023-01-18,2023-01-24,458.38,74.2,9,Daniel,Ross,mary76@hotmail.com,(120)216-9797,Christian Ltd
North America,Canada,State1,7167 Bryan Shoal,41688,Tablet - Course,Electronics,Tablet,2023-05-28,2023-06-02,294.08,162.27,3,Alexander,Oneill,april91@stanley-wright.com,+1-628-900-2877x21753,Carr-Huffman
Europe,Germany,Bavaria,3177 Miller Parks Suite 517,98180,Laptop - Give,Electronics,Laptop,2023-04-19,2023-04-22,621.5,254.2,3,Denise,Garcia,hawkinsaaron@gmail.com,+1-948-837-5503x758,Hunter PLC
North America,Mexico,State2,55488 Park Cape,22017,Table - Speak,Furniture,Table,2023-07-03,2023-07-12,601.78,233.83,4,Travis,Underwood,kingjames@gmail.com,(373)516-0917x7982,"Sandoval, Baldwin and Wilson"
Asia,Japan,State1,292 Dale Shoals Suite 866,80323,Laptop - Moment,Electronics,Laptop,2023-01-02,2023-01-10,2111.53,467.78,6,Ruth,Farmer,sstuart@yahoo.com,(269)848-5833,"Fitzgerald, Tran and Reynolds"
Asia,China,State2,851 Hart Prairie,75295,Jacket - Determine,Clothing,Jacket,2023-04-23,2023-05-02,511.6,228.81,3,Sherri,Mckinney,hstokes@gmail.com,6200342442,"Reed, Chambers and Zavala"
Europe,UK,State2,1983 Young Tunnel Suite 066,55101,Table - Those,Furniture,Table,2023-01-25,2023-01-30,777.76,290.18,4,Sue,Daugherty,smithjohn@hotmail.com,001-735-989-3347x21228,"Mueller, Harris and Weaver"
Europe,Germany,Berlin,29405 Mckinney Drives Apt. 259,07166,Jeans - Call,Clothing,Jeans,2023-05-27,2023-06-04,2898.71,494.32,7,Kim,Garrett,jtyler@yahoo.com,583-281-8268,Patterson PLC
North America,USA,Texas,5439 Barajas View Apt. 157,32003,Mobile - Not,Electronics,Mobile,2023-06-06,2023-06-16,1088.07,172.68,10,Rebecca,Austin,flemingmanuel@cruz.com,8588770435,Bailey and Sons
Europe,Germany,Hamburg,133 Houston Ford,70985,Chair - My,Furniture,Chair,2023-02-01,2023-02-05,2724.03,436.76,7,Maria,Johns,burgesseric@yahoo.com,001-501-102-4819x346,Jackson PLC
Asia,China,State2,091 Jaclyn Cliffs,47385,Couch - Important,Furniture,Couch,2023-06-25,2023-07-03,731.39,427.36,2,Sarah,Rodriguez,campbellsara@yahoo.com,(072)832-6842x4508,"Sullivan, Stewart and Price"
North America,Canada,State2,814 Kaitlin Stream Suite 368,19172,Jacket - Two,Clothing,Jacket,2023-02-24,2023-03-05,154.08,27.59,9,Eugene,Walker,dannylambert@hotmail.com,8781414139,Williams PLC
North America,Mexico,State2,9135 Hayes Ridges,86932,Tablet - Message,Electronics,Tablet,2023-05-09,2023-05-12,2836.88,489.39,7,Kevin,Silva,susan20@yahoo.com,364.525.7775,Anderson-Rios
North America,USA,Texas,2834 Jessica Brook,66977,Tablet - Stage,Electronics,Tablet,2023-04-29,2023-05-05,27.3,32.54,1,Crystal,Hess,rebeccaarnold@hotmail.com,+1-725-639-4278,Arnold-Thompson
Europe,France,State2,282 Moore Port,74663,Chair - Mrs,Furniture,Chair,2023-02-05,2023-02-10,1534.41,211.91,9,Donna,Faulkner,billy73@gmail.com,530-385-6770x051,Cox-Smith
Asia,India,Telangana,6591 Bennett Fork,68182,Tablet - Score,Electronics,Tablet,2023-07-22,2023-07-30,2583.14,344.74,10,Richard,Roth,msparks@gmail.com,272.318.4322x25913,"Gallegos, Davenport and Baker"
North America,USA,California,603 David Ramp,21620,Couch - Join,Furniture,Couch,2023-05-09,2023-05-15,651.58,135.11,8,Dennis,Hunt,jacksonsandra@mullen.com,001-413-797-7236x9292,"Wilson, Leonard and Mendoza"
Europe,France,State1,913 Cruz Coves Apt. 388,90202,Laptop - Price,Electronics,Laptop,2023-07-18,2023-07-25,1391.47,156.59,10,Robert,Hernandez,thomasmendez@rich.net,001-117-298-0686x50863,Jackson-Jennings
North America,Canada,State2,2473 Justin Wells,71768,Chair - Writer,Furniture,Chair,2023-07-07,2023-07-15,355.83,62.26,8,Ricky,Lopez,meyernicholas@watts.biz,(126)944-8695x946,Bell-Ballard
Europe,UK,State2,8874 Lane Trail,92971,Jeans - Someone,Clothing,Jeans,2023-03-21,2023-03-23,778.63,144.5,7,Raymond,Taylor,seanlyons@garcia.biz,890-260-1279x61143,Arnold-Grant
