Continent,Country,State,Address,ZipCode,ProductName,ProductCategory,ProductSubcategory,OrderDate,DeliveryDate,Cost,UnitPrice,Quantity,FirstName,LastName,Email,Phone,StoreName
North America,Mexico,State1,42024 Sean Grove,35539,Jacket - Oil,Clothing,Jacket,2024-06-20,2024-06-30,2181.88,375.59,7,Christian,Crawford,michael53@holloway.com,(548)536-2689,Bolton Group
North America,Canada,State2,00953 Garrett Island Suite 421,51725,Jacket - Analysis,Clothing,Jacket,2024-04-19,2024-04-27,120.02,91.74,2,Jessica,Young,perkinsjeffrey@jones.info,+1-614-378-8443x7066,"Mcdonald, Gonzalez and Hamilton"
Europe,UK,State2,4672 Fischer Lodge Apt. 541,68588,Shirt - Beautiful,Clothing,Shirt,2024-07-29,2024-08-08,1602.5,227.08,10,Nathan,Holmes,hernandezthomas@jackson.net,507-860-4356x6050,Bridges-Mccarty
Europe,UK,State2,06773 Lisa Mountains,92361,Table - Drive,Furniture,Table,2024-04-06,2024-04-14,1421.56,308.12,6,Lacey,Conway,jessicafisher@pruitt-day.com,+1-087-886-5385x906,Adams-Coleman
Asia,China,State2,0550 Duncan Dam Apt. 704,85424,Table - Market,Furniture,Table,2024-03-20,2024-03-29,43.16,10.1,7,Melissa,Henderson,cvega@russell.com,1629073992,"Perry, Torres and Li"
Europe,UK,State1,1826 Church Trafficway,27249,Shirt - Speak,Clothing,Shirt,2024-07-16,2024-07-22,104.76,157.16,1,Kendra,Hall,amclaughlin@henderson.com,(942)039-8313x5490,"Miller, Carney and Velasquez"
Europe,Germany,Hamburg,0692 Christina Viaduct Suite 305,34378,Couch - Budget,Furniture,Couch,2024-04-19,2024-04-29,2011.0,289.63,9,Wendy,Moreno,annahunt@yahoo.com,+1-302-178-1678x06643,Hampton-Bishop
Asia,India,Maharashtra,64928 Mark Flats,59321,Chair - Resource,Furniture,Chair,2024-02-14,2024-02-18,735.41,189.87,5,Kim,Wilson,robertevans@hobbs-harris.net,+1-808-172-6282x9682,Ware-Rose
Asia,China,State2,072 Bean Ferry,84594,Tablet - Rather,Electronics,Tablet,2024-04-24,2024-05-02,3771.32,459.76,10,Deborah,Welch,barnesaaron@jennings.biz,276-620-8082,Kirby-Nguyen
North America,Canada,State2,263 Ramirez Forge,43238,Laptop - Though,Electronics,Laptop,2024-01-07,2024-01-10,1984.6,324.7,10,Leah,James,matthew87@miller.com,+1-242-536-9091x23753,Weber Group
North America,Canada,State1,96702 Allen Island,17928,Laptop - Act,Electronics,Laptop,2024-03-11,2024-03-18,1289.41,214.1,7,Megan,Vance,belljeffrey@yahoo.com,818-754-0364x882,"Blankenship, Hudson and Sullivan"
Asia,Japan,State1,6623 Jerry Camp Suite 679,82411,Jacket - By,Clothing,Jacket,2024-05-16,2024-05-24,97.57,159.34,1,Tara,Russell,nathancollins@faulkner-wyatt.com,(042)986-2269,"Hudson, Bolton and Wright"
North America,Mexico,State1,9962 Patricia Lane,80490,Couch - President,Furniture,Couch,2024-02-20,2024-02-25,85.43,34.75,3,Tricia,Kerr,jasonwalton@woods.info,001-779-256-0413x482,Reyes Group
Europe,France,State1,3983 Eric Crossroad,53251,Laptop - Appear,Electronics,Laptop,2024-07-22,2024-07-28,404.89,82.53,7,Alejandro,Smith,kenneth76@larsen.com,304-913-4103x8975,Woodard-Li
Europe,UK,State1,564 Julia Shores Apt. 405,81907,Jeans - Civil,Clothing,Jeans,2024-07-30,2024-08-05,299.85,205.28,2,Tara,Banks,jesusdecker@hudson.biz,(919)489-6298x05682,Anderson-Vargas
North America,USA,California,079 Ortiz Pine,56942,Couch - Until,Furniture,Couch,2024-01-02,2024-01-07,1257.13,203.71,8,Ashley,Spence,melissa04@pope.info,125-313-7956x100,Wells LLC
North America,Mexico,State1,0361 Tammy Drive Suite 999,95165,Mobile - Model,Electronics,Mobile,2024-07-09,2024-07-15,1034.52,168.47,7,Chad,Gonzalez,jasonwilliams@yahoo.com,001-244-474-8904x7607,Gonzalez-Jackson
Asia,India,Karnataka,07651 Kristin Roads Apt. 851,63850,Table - So,Furniture,Table,2024-07-26,2024-08-02,436.11,103.34,6,Heather,Woodward,christian56@bonilla.org,858-055-8115,Cline-Schroeder
North America,USA,Texas,539 Sandra Causeway Suite 700,37863,Laptop - Want,Electronics,Laptop,2024-06-24,2024-07-03,499.67,81.45,10,Alex,Sanchez,luis41@hill.org,001-822-180-3966x203,Nelson-Owen
Asia,India,Karnataka,788 Edward Islands,21138,Chair - My,Furniture,Chair,2024-05-24,2024-05-27,501.17,372.39,2,Cathy,Morgan,heather93@gmail.com,001-356-230-3974x4088,"Spencer, Cohen and Ramirez"
North America,USA,Texas,92019 Amber Stream Suite 311,26675,Laptop - We,Electronics,Laptop,2024-01-21,2024-01-24,699.46,230.53,5,Erin,Lozano,vgarcia@hotmail.com,858-052-6321x196,Freeman-Wagner
Asia,Japan,State1,05397 Thomas Groves,48127,Tablet - Alone,Electronics,Tablet,2024-04-24,2024-05-04,1097.39,278.91,5,Jennifer,Phillips,samanthawoodard@wallace.com,(199)539-4676x6262,Lindsey-Chambers
Asia,Japan,State1,26184 David Oval,73314,Couch - Energy,Furniture,Couch,2024-05-06,2024-05-16,83.54,135.17,1,Rebecca,Smith,dwilliams@yahoo.com,066.360.5028,"Blake, Bennett and Smith"
Asia,Japan,State2,39091 Brian Streets,31598,Laptop - Very,Electronics,Laptop,2024-02-04,2024-02-06,273.16,200.44,2,Danielle,Thomas,franklinmatthew@gonzalez.org,953.192.6009x860,"Schultz, Adams and Smith"
North America,Canada,State1,544 Bradley Heights Suite 453,67845,Laptop - Cell,Electronics,Laptop,2024-06-28,2024-07-06,1475.32,490.1,4,Christopher,Grant,wbailey@lewis.com,(622)952-1797x0566,Stark-Meza
North America,USA,Texas,8607 Kenneth Way,84432,Couch - Actually,Furniture,Couch,2024-04-01,2024-04-11,152.05,101.34,2,Eric,Fisher,andersonmichael@gmail.com,(850)153-0173x167,Garcia-Fisher
Europe,UK,State1,052 Jonathan Club Apt. 395,40817,Mobile - Table,Electronics,Mobile,2024-02-06,2024-02-16,622.7,173.45,5,Scott,Baker,jessica53@gmail.com,+1-579-057-1918x98664,Henderson-Reed
Asia,India,Maharashtra,59748 Foster Avenue,49555,Jeans - Throw,Clothing,Jeans,2024-06-06,2024-06-13,561.73,125.74,5,Gloria,Williams,victoriabenson@solis-davis.com,019.220.9567,"Lewis, Rivera and Mcclure"
North America,Canada,State1,23964 Williams Ways Apt. 532,52246,Jeans - Effort,Clothing,Jeans,2024-03-25,2024-04-02,418.15,472.63,1,Sarah,Huang,lwilliamson@hotmail.com,(427)739-2385,Jefferson and Sons
Asia,India,Maharashtra,91401 Jensen Forks,23463,Couch - Reach,Furniture,Couch,2024-02-24,2024-02-28,556.05,367.65,2,Zachary,Carter,troy19@fox.info,515-452-6075x69991,Taylor Ltd
North America,Mexico,State1,3322 Haney Stream Apt. 277,61769,Chair - Defense,Furniture,Chair,2024-03-26,2024-03-30,2966.99,485.56,7,Steven,Harris,gtanner@choi.com,001-707-038-5036x0595,Johnson Ltd
Europe,France,State1,740 Rachael Groves,02926,Tablet - Condition,Electronics,Tablet,2024-07-14,2024-07-18,2312.27,275.26,10,Emma,Oneill,william67@yahoo.com,(590)620-0363,Taylor-Roberts
Asia,China,State1,6149 Adams Ranch Suite 931,69014,Chair - Support,Furniture,Chair,2024-07-16,2024-07-20,197.1,43.23,6,Sara,Pollard,megan91@yahoo.com,+1-860-995-5049x326,"Hendrix, Walters and Leon"
North America,USA,California,461 Craig Stravenue,72335,Chair - Stage,Furniture,Chair,2024-06-18,2024-06-20,1917.39,441.26,6,Brenda,Michael,riverakeith@perez-smith.com,(762)239-8474,Robinson-Anderson
Europe,France,State2,88822 Shannon Row Suite 058,38528,Jacket - Consider,Clothing,Jacket,2024-03-03,2024-03-09,742.81,391.76,3,Carlos,Boyd,archerjames@hotmail.com,956-479-9846x058,Sanders-Murray
Asia,India,Karnataka,97236 Brent Plains,08280,Jeans - Later,Clothing,Jeans,2024-06-21,2024-06-26,997.85,123.77,10,Audrey,Taylor,amorales@barnes.com,001-786-457-8655x5751,"Adams, Hampton and Hughes"
Europe,Germany,Hamburg,8758 Stokes Walks,17906,Chair - Consider,Furniture,Chair,2024-04-08,2024-04-18,1905.23,239.69,10,Kelly,Brown,qreyes@rodriguez-thompson.com,418-997-4023x3868,Jordan-Smith
Asia,China,State2,170 Ricky Cape,82055,Chair - Last,Furniture,Chair,2024-01-07,2024-01-11,349.35,120.87,4,Kenneth,Zuniga,williamjenkins@williams.com,001-089-830-9413x4909,"Rowe, Copeland and Hoover"
Asia,China,State2,45284 Jason Loaf Suite 804,42152,Tablet - Speech,Electronics,Tablet,2024-06-17,2024-06-22,148.97,42.41,4,Robin,Marshall,fwalton@yahoo.com,095.739.4059x80260,"Jones, Lawson and Carlson"
Europe,UK,State2,15892 Meyer Ridge,02802,Jeans - Concern,Clothing,Jeans,2024-04-07,2024-04-16,731.25,219.5,4,Taylor,Richard,perezanna@ortega-ruiz.net,(759)514-1864x82308,Thomas-Wiggins
North America,Mexico,State2,96233 Tasha Meadow Apt. 586,94405,Jeans - Nearly,Clothing,Jeans,2024-02-20,2024-02-28,3627.82,470.18,10,Cindy,Ramirez,sroberson@hotmail.com,173.066.2931,"Flores, Davidson and Russo"
North America,Mexico,State1,2655 Perry Plaza,78321,Shirt - Hot,Clothing,Shirt,2024-02-05,2024-02-14,2035.37,415.23,8,Mary,Mahoney,dennishardy@valdez.info,+1-890-223-7900x654,"Mclean, Yates and Davis"
Asia,Japan,State2,7954 Courtney Mills Suite 755,27046,Shirt - Turn,Clothing,Shirt,2024-07-29,2024-08-08,1452.35,262.9,7,Brittney,Jones,dcurry@jones.org,8945896268,"Little, Brown and Oneal"
Asia,India,Maharashtra,020 Ross Drive,31669,Table - Develop,Furniture,Table,2024-07-15,2024-07-21,857.77,236.06,5,Brittney,Maldonado,wallskristie@johnson.net,+1-129-886-1820,Pierce-Ramos
North America,USA,New York,07923 Maxwell Radial,73224,Shirt - Range,Clothing,Shirt,2024-07-08,2024-07-17,326.01,54.32,8,Douglas,Tran,joshuamccarthy@spears.info,3506757896,Sexton Group
Asia,Japan,State1,707 Young Courts Apt. 315,43659,Table - Training,Furniture,Table,2024-07-20,2024-07-27,130.79,22.21,8,Matthew,Williams,clowe@yahoo.com,(187)993-8444,"Grimes, Barajas and Lee"
North America,USA,Texas,41470 Karen Forks,85458,Laptop - Another,Electronics,Laptop,2024-04-30,2024-05-07,691.85,362.0,3,Laura,Rosales,cnichols@nguyen.net,+1-109-779-7802x344,Holden-Medina
Asia,Japan,State2,36640 Ryan Dale Suite 737,66827,Jeans - Heavy,Clothing,Jeans,2024-06-14,2024-06-17,2625.27,356.57,9,Dorothy,Melton,tdiaz@gmail.com,+1-273-186-8302x915,"Carter, Jenkins and Kennedy"
North America,Mexico,State1,24165 Andrea Road,97345,Couch - Operation,Furniture,Couch,2024-05-23,2024-05-31,337.63,386.45,1,Jonathan,Wright,djohnson@gmail.com,467-462-1595x8417,"Stanley, Day and Ferrell"
North America,Mexico,State1,21816 Debbie Heights,13461,Mobile - Executive,Electronics,Mobile,2024-02-14,2024-02-18,149.38,215.6,1,Jeremy,Hines,dhughes@hotmail.com,001-483-774-0292,Brown-Smith
Europe,France,State1,26509 Mann Ferry,15780,Mobile - North,Electronics,Mobile,2024-06-06,2024-06-11,212.95,315.05,1,Angela,Lopez,mstevens@hotmail.com,(666)102-5634x2022,Beck-Shea
Europe,France,State2,76836 Howard Streets,02617,Shirt - Cell,Clothing,Shirt,2024-03-26,2024-04-04,371.06,116.27,4,Clayton,Lin,edward44@martinez-carter.org,(335)174-6564,Austin-Stephens
Europe,France,State2,2631 Moss Row,50490,Tablet - Challenge,Electronics,Tablet,2024-05-26,2024-05-28,1209.02,442.26,4,Patricia,Schultz,danielletucker@yahoo.com,(414)900-3850x2551,Rodriguez Group
North America,Mexico,State1,672 Amanda Plain Apt. 904,61950,Mobile - Shoulder,Electronics,Mobile,2024-03-21,2024-03-25,201.7,330.11,1,Kari,Frye,sara46@stevenson.com,001-325-114-9788,Chan-Schaefer
Asia,Japan,State2,0954 Scott Run,57575,Chair - Man,Furniture,Chair,2024-05-03,2024-05-05,280.09,214.31,2,Roger,Palmer,wayne01@horton.com,915.114.3678,Brown Ltd
North America,Canada,State1,710 Mccoy Island,55976,Couch - Itself,Furniture,Couch,2024-03-07,2024-03-14,38.37,55.63,1,Kevin,Rivera,russellamy@gmail.com,(693)315-4230,"Garcia, Mcbride and Tucker"
Europe,France,State1,655 Emma Village,18602,Couch - International,Furniture,Couch,2024-01-13,2024-01-16,766.16,240.7,5,Gary,Yang,kristina06@castillo-garcia.com,599-201-6633x822,Lopez Inc
Europe,France,State2,222 Nathan Dam,86355,Shirt - Central,Clothing,Shirt,2024-02-23,2024-02-28,297.07,38.51,10,Anthony,Woodward,wilsonjared@parker.com,+1-252-861-3239x4564,Johnson-Esparza
North America,Mexico,State1,4976 Glen Prairie Suite 634,23290,Couch - Goal,Furniture,Couch,2024-02-19,2024-02-25,1499.91,308.33,7,Julie,Blair,samuelchavez@hotmail.com,349.852.9735x6152,Torres PLC
North America,Mexico,State2,7625 Monica Pass,08441,Tablet - Identify,Electronics,Tablet,2024-06-06,2024-06-15,2477.03,367.3,9,Christine,Butler,adamskirsten@yahoo.com,369.524.7466,Cervantes-Hart
Asia,Japan,State1,98532 Harris Station Suite 792,39535,Jeans - Serve,Clothing,Jeans,2024-05-03,2024-05-08,50.22,67.92,1,Dakota,Wells,sboyer@tapia-mcgee.net,543.468.5863,"Hall, Clark and Carpenter"
Asia,Japan,State1,9793 Robert Knoll,29940,Jeans - Relate,Clothing,Jeans,2024-01-11,2024-01-19,133.32,173.56,1,Emily,Porter,gprince@gonzalez.com,372.607.2014x8967,Glover-Long
North America,USA,California,21463 Logan Mills,52518,Shirt - Once,Clothing,Shirt,2024-01-08,2024-01-14,1374.97,397.2,5,Ivan,Day,paulpark@christensen-harris.com,+1-172-994-0369x481,"Kemp, Hughes and Hill"
North America,Mexico,State2,497 Christine Mission Apt. 683,29133,Mobile - Region,Electronics,Mobile,2024-02-12,2024-02-19,943.59,204.06,6,Mark,Greene,blancharddaniel@glover-duncan.com,(399)490-1333x4437,May Ltd
Asia,India,Telangana,140 Davis Circle Apt. 679,28879,Table - Whose,Furniture,Table,2024-06-11,2024-06-20,2543.95,400.65,8,Benjamin,Mcknight,moralestheresa@pena.com,4202886616,Douglas-Harris
Europe,Germany,Hamburg,42134 Turner Green,20939,Couch - Whole,Furniture,Couch,2024-07-30,2024-08-06,2283.5,394.15,8,Wendy,Clark,colemanheather@joyce.org,386-015-7117,Adkins Inc
North America,USA,New York,24702 Keith Crest Apt. 874,42065,Couch - Business,Furniture,Couch,2024-03-19,2024-03-26,1625.21,272.58,9,Derrick,Washington,taraalvarez@richardson.com,+1-138-107-4916x194,Patton Inc
North America,Canada,State2,315 Martin Loop,78726,Mobile - Condition,Electronics,Mobile,2024-04-06,2024-04-12,125.54,176.18,1,Elizabeth,Church,jjones@olsen-rogers.com,(741)025-4717,"Hernandez, Bailey and Wiley"
North America,USA,New York,6948 Tina Burgs Suite 195,57214,Jeans - Past,Clothing,Jeans,2024-07-29,2024-08-02,561.34,67.25,10,Shannon,Crosby,michaelosborne@yahoo.com,(271)726-6256,"Bush, Hill and Fox"
Europe,UK,State2,014 Rodriguez Forges,01168,Shirt - Hit,Clothing,Shirt,2024-01-11,2024-01-17,317.38,52.53,7,Valerie,Gray,jorgecobb@hotmail.com,100.668.9041x728,Reyes-Smith
Europe,France,State2,52232 Henry Point,20820,Tablet - Chance,Electronics,Tablet,2024-01-03,2024-01-09,162.89,64.99,3,Justin,Herrera,michelle83@yahoo.com,+1-994-004-1084x791,Russell-Lee
Asia,India,Maharashtra,053 Coffey Mills Apt. 289,17704,Shirt - Drive,Clothing,Shirt,2024-05-24,2024-06-02,540.22,85.5,9,Sandra,Smith,david57@hotmail.com,9783028010,Bush and Sons
Europe,UK,State2,41952 Sarah Greens Suite 786,60025,Chair - Want,Furniture,Chair,2024-04-26,2024-04-29,1966.99,341.59,9,Keith,Stephenson,thompsondarlene@peters.com,001-578-037-8912x13974,Howell Ltd
North America,USA,Texas,557 Vargas Inlet Apt. 842,75987,Couch - Word,Furniture,Couch,2024-04-03,2024-04-13,21.13,12.01,2,Patricia,Smith,dknight@hotmail.com,528-986-0610x6567,"Powell, Johnston and Flores"
North America,Mexico,State1,65276 Sara Manor,87517,Table - Effect,Furniture,Table,2024-03-31,2024-04-02,422.91,265.08,2,Ann,Evans,michaelreid@ramirez.org,(964)447-7250,Avila-Watson
Europe,Germany,Hamburg,48004 Shawn Crossroad,40846,Couch - Night,Furniture,Couch,2024-04-19,2024-04-24,445.62,108.27,6,Daniel,Rivera,uburke@morgan.org,6279602425,"Lopez, Manning and Santana"
North America,Canada,State2,295 Howard Forges,11323,Shirt - Local,Clothing,Shirt,2024-01-24,2024-01-30,165.89,87.17,3,Marco,Medina,rperez@buck.org,(629)917-2174x29220,Barajas and Sons
North America,Mexico,State1,53926 Munoz Mountains,01150,Tablet - Five,Electronics,Tablet,2024-02-03,2024-02-10,960.19,166.06,9,Randy,Andersen,maddoxdavid@gmail.com,001-280-485-0220,Marshall-Pennington
North America,Canada,State1,59379 Miller Circle,00771,Mobile - Kid,Electronics,Mobile,2024-02-06,2024-02-12,3408.44,447.2,10,Brian,Smith,jgarcia@gmail.com,647-185-5940x79923,"Richards, Rodriguez and Allen"
Asia,India,Telangana,316 Owens Tunnel,70555,Couch - A,Furniture,Couch,2024-04-20,2024-04-22,247.78,197.96,2,Kayla,Mitchell,scott43@yahoo.com,1945391177,Acosta-Madden
Europe,Germany,Hamburg,612 Kristen Estate Apt. 578,07702,Jacket - Later,Clothing,Jacket,2024-06-12,2024-06-21,1289.27,184.26,10,Richard,Jones,davidjones@myers.net,+1-706-763-5322x37185,"Patterson, Brown and Thompson"
Asia,Japan,State1,856 Rhonda Corner Apt. 429,41338,Couch - Pay,Furniture,Couch,2024-03-01,2024-03-05,715.27,408.3,2,James,Williams,xgreer@hudson.org,001-231-324-6598x669,Melton Group
Europe,Germany,Berlin,78376 Hudson Junctions Apt. 820,12854,Couch - Detail,Furniture,Couch,2024-02-19,2024-02-28,659.29,123.53,8,Corey,Hill,klara@patterson.com,(127)245-5337x565,Fischer-Nichols
North America,Canada,State2,622 Olsen Ports Suite 510,40717,Chair - Wonder,Furniture,Chair,2024-05-29,2024-06-05,848.24,232.11,6,Richard,Taylor,klane@murphy-ferguson.com,206-276-7293,"Harrison, Jenkins and Rice"
Europe,Germany,Berlin,421 Barbara Hollow Suite 502,19813,Table - Sister,Furniture,Table,2024-05-04,2024-05-08,1509.1,386.29,5,Kristin,Carter,spierce@hotmail.com,+1-045-797-2518x40703,"Johnson, Alexander and Strickland"
Asia,Japan,State1,37209 Stewart Stravenue,52236,Couch - Drug,Furniture,Couch,2024-07-24,2024-07-27,1053.1,282.51,6,Tracy,Cannon,fosterrichard@gmail.com,+1-286-301-1220x08484,Davis Group
Europe,UK,State2,36796 Stacey Pass,22309,Couch - Card,Furniture,Couch,2024-05-30,2024-06-07,960.77,314.23,4,Sheena,Vazquez,ocummings@gmail.com,001-360-549-4692x085,Mejia-Kane
Europe,France,State1,24951 Neil Views,86102,Chair - Whose,Furniture,Chair,2024-06-11,2024-06-19,1416.22,287.93,7,Tanya,Baxter,nolankelly@alvarez.com,+1-038-890-4410,Carroll-Flowers
North America,USA,California,513 Lee Roads Apt. 483,63063,Jacket - Father,Clothing,Jacket,2024-01-24,2024-01-27,2664.11,420.01,10,Kyle,Flores,bobbyfowler@weeks.com,(471)778-4019x0271,Allen-Bailey
North America,Canada,State2,1158 Coleman Union,68312,Shirt - Interview,Clothing,Shirt,2024-07-23,2024-08-01,348.47,160.94,3,Tiffany,Rodriguez,lgonzales@hotmail.com,001-833-261-7050x583,"Hansen, Warner and Webb"
North America,USA,New York,5728 Wright Garden Apt. 998,21878,Jeans - House,Clothing,Jeans,2024-03-14,2024-03-21,1613.1,326.04,8,Justin,Hughes,mcdonaldkimberly@rogers-williams.com,+1-466-879-3030,Kelly-Ryan
Asia,India,Karnataka,76698 Jonathan Cliff Suite 025,16987,Shirt - Civil,Clothing,Shirt,2024-07-19,2024-07-23,478.38,231.96,3,Nancy,Wood,prodriguez@gmail.com,+1-730-897-2073,Harris-Santana
North America,Mexico,State2,84252 Delgado Loaf,26508,Mobile - One,Electronics,Mobile,2024-03-05,2024-03-12,1264.8,289.44,5,Aaron,Morrison,jsolomon@williams.com,(344)730-5777,Leon-Harrison
Europe,France,State2,65965 Powell Motorway Suite 409,80376,Tablet - Between,Electronics,Tablet,2024-06-14,2024-06-16,3558.33,493.35,10,Jennifer,Gray,keithadams@gilbert.com,(426)537-9322,Byrd PLC
Asia,China,State1,0547 Robert Track,15445,Couch - Third,Furniture,Couch,2024-02-04,2024-02-06,300.11,354.64,1,Matthew,Kramer,velezmark@park.com,(008)026-5893x47597,"Jones, Green and Riggs"
Europe,Germany,Berlin,7192 Justin Lodge,62366,Mobile - Treat,Electronics,Mobile,2024-03-19,2024-03-27,1413.06,203.19,10,Ashley,Meyers,tarapage@yahoo.com,+1-643-203-1726x6528,Flores PLC
Europe,France,State2,724 Benjamin Bypass,90836,Couch - Change,Furniture,Couch,2024-04-30,2024-05-05,477.95,242.69,3,Nicole,Leonard,payneelizabeth@torres.biz,5190854327,Ryan-Baker
Europe,France,State2,335 Kirk Forge,50490,Laptop - Understand,Electronics,Laptop,2024-02-14,2024-02-18,37.4,15.69,3,Carmen,Farmer,davisbrian@johnson.org,187.810.4802,Best-Harris
Asia,Japan,State2,929 Christy Forks Apt. 437,55178,Jeans - New,Clothing,Jeans,2024-03-30,2024-04-03,130.04,77.24,2,Roger,Sanchez,pjackson@gmail.com,122.681.5947x47053,Hale-Ramirez
Europe,UK,State2,309 Crawford Flats,79755,Shirt - Back,Clothing,Shirt,2024-02-04,2024-02-13,1658.52,217.82,9,Seth,Gordon,grantvanessa@parker.info,(501)676-7187x76288,Petty Ltd
Europe,France,State1,16276 Brittany Ferry Suite 667,67966,Laptop - Take,Electronics,Laptop,2024-03-25,2024-03-27,2081.78,254.1,10,Mariah,Robertson,fschneider@mayo-nguyen.com,+1-989-074-9935,Mcintosh-Reynolds
North America,Mexico,State2,7265 James Burg Apt. 858,03730,Couch - Others,Furniture,Couch,2024-07-26,2024-08-02,377.0,489.33,1,Logan,Glass,mejiadaniel@yahoo.com,789-391-2956x51887,Taylor LLC
North America,Canada,State1,09244 Alexandra Mission Suite 570,82612,Jeans - Be,Clothing,Jeans,2024-02-14,2024-02-17,836.27,367.79,3,Jesse,Smith,andrewgarcia@morgan.com,+1-860-742-9069x5222,Fox-Williams
Europe,France,State1,2007 Andrew Dale,34799,Jacket - Dream,Clothing,Jacket,2024-03-14,2024-03-17,794.54,241.5,4,Kristen,Conway,jordanballard@yahoo.com,(374)057-1446x956,Jacobs-Nicholson
North America,USA,New York,54453 Rivera Circles Suite 668,70815,Jacket - Resource,Clothing,Jacket,2024-07-11,2024-07-17,252.12,35.86,10,Elaine,Barnes,william48@chase.net,(267)366-4853x20775,Williams-James
Asia,China,State2,26983 Turner Well Suite 958,04652,Jeans - Network,Clothing,Jeans,2024-07-01,2024-07-08,1143.92,182.93,7,Michael,Hines,lauren50@hotmail.com,(846)720-0734,Glass PLC
Europe,France,State1,95450 Anna Burgs Apt. 625,73782,Tablet - Consider,Electronics,Tablet,2024-03-17,2024-03-23,1085.53,137.62,10,Victoria,Rodriguez,hannahfields@riddle-johnson.com,+1-143-531-2794,"Williams, Mcdonald and Perez"
North America,USA,New York,11123 Johnston Harbor Apt. 652,60888,Tablet - Sport,Electronics,Tablet,2024-03-31,2024-04-06,174.28,23.38,10,Lisa,Hernandez,zescobar@hotmail.com,(108)573-8385x545,Christensen PLC
Asia,Japan,State1,351 Thomas Hollow,45592,Table - Be,Furniture,Table,2024-04-10,2024-04-14,1266.15,147.68,10,Maria,Edwards,whale@taylor-lopez.com,(733)746-1215x75626,"Sherman, Davila and Yates"
Asia,Japan,State1,187 Moore Radial Apt. 693,11489,Shirt - Even,Clothing,Shirt,2024-02-09,2024-02-13,998.2,191.19,8,Carrie,Reynolds,sandraharper@graham.com,505-998-2267x3123,Mullins Inc
North America,USA,Texas,42025 Richard Lakes Apt. 282,95181,Tablet - Fast,Electronics,Tablet,2024-03-29,2024-03-31,2628.95,492.2,6,John,Sanchez,xcox@gray-lopez.org,154-904-4318,"Gillespie, Schmidt and Johnson"
North America,USA,Texas,02977 Erika Coves,42534,Table - Today,Furniture,Table,2024-03-19,2024-03-24,1902.39,365.74,8,Alfred,Thomas,yjacobs@lamb-browning.com,(816)291-0873,"Evans, Graham and Gilbert"
North America,Mexico,State2,9157 Erin Mews,63945,Tablet - Ten,Electronics,Tablet,2024-03-01,2024-03-07,52.84,35.74,2,Daniel,Johnson,cfreeman@carter.com,(304)450-0202x683,Garcia PLC
Europe,France,State2,502 Shaw Mission Suite 030,36178,Jacket - Opportunity,Clothing,Jacket,2024-07-10,2024-07-15,1731.2,344.92,7,Alan,Norman,ricky75@garrett-herrera.com,688.101.3827,"Salazar, Eaton and Garner"
Europe,Germany,Hamburg,34601 Moore Alley,13416,Chair - Consider,Furniture,Chair,2024-01-28,2024-02-03,1095.86,197.18,8,Jimmy,Sandoval,laura20@singh.biz,163.603.8917x36907,Savage LLC
North America,Mexico,State1,00521 Hale Courts,07101,Tablet - So,Electronics,Tablet,2024-07-17,2024-07-24,1721.71,309.14,7,Tammy,Gentry,hamiltonjoseph@yahoo.com,8951237085,"Mccarthy, Wong and Patterson"
Europe,France,State2,4569 Thomas Locks Suite 561,79149,Chair - Be,Furniture,Chair,2024-02-12,2024-02-18,1677.78,201.67,10,Jacob,Patterson,scottnavarro@watts.net,626.395.6126x67830,"Molina, Dean and Lindsey"
North America,USA,New York,402 Jeff Shoal Suite 614,39445,Jacket - Hotel,Clothing,Jacket,2024-05-21,2024-05-26,1273.55,175.33,9,Kristin,Blackwell,ucoleman@smith.com,761-421-5248,Clark-Garcia
Asia,China,State1,7046 Bennett Port Suite 987,03364,Shirt - Dream,Clothing,Shirt,2024-02-13,2024-02-16,160.24,211.51,1,Javier,Arnold,johnsonamber@vega-knapp.com,(315)922-9127x0659,"Sanders, Schmidt and Fisher"
North America,Canada,State2,2911 Jackson Passage,21063,Tablet - Dog,Electronics,Tablet,2024-04-18,2024-04-24,317.55,104.61,5,Juan,Martinez,millerdanny@silva.com,578.984.9749x9799,Williams LLC
Asia,India,Karnataka,1148 Gibbs Mall,47155,Shirt - Art,Clothing,Shirt,2024-05-02,2024-05-05,81.78,52.33,2,Zachary,Davis,reynoldstravis@owen.com,(316)312-9755x72616,Spears and Sons
Europe,UK,State1,93899 Philip Expressway,91949,Tablet - Picture,Electronics,Tablet,2024-04-28,2024-05-02,615.93,154.34,5,Brandon,Gallagher,fjones@lopez-vega.com,633-613-1798,"Jenkins, Freeman and Castro"
Asia,Japan,State2,72954 Black Isle,66498,Table - Girl,Furniture,Table,2024-04-13,2024-04-20,278.0,89.36,5,Jeffrey,Neal,hernandezmelissa@robinson.com,001-517-419-2581x47621,"Johnson, Abbott and Collins"
Asia,China,State2,99454 Mallory Stream Suite 531,41651,Chair - Tell,Furniture,Chair,2024-03-11,2024-03-17,301.69,97.19,5,Peter,Parsons,jacobsonlaurie@ross.org,9645987240,"Lopez, Shepherd and Martinez"
Asia,Japan,State2,1668 Carl Ford,28785,Tablet - Or,Electronics,Tablet,2024-03-09,2024-03-18,133.73,80.5,2,Sydney,Ruiz,sjohnson@gmail.com,734-024-2224,"Rodriguez, Webb and Frank"
